id_code,experiment,plate,well,sirna
HUVEC-01_1_G15,HUVEC-01,1,G15,sirna_953
HUVEC-14_1_I14,HUVEC-14,1,I14,sirna_927
HUVEC-03_4_M20,HUVEC-03,4,M20,sirna_332
HEPG2-05_1_O19,HEPG2-05,1,O19,sirna_117
RPE-02_2_L04,RPE-02,2,L04,sirna_233
HEPG2-03_1_C02,HEPG2-03,1,C02,sirna_183
RPE-02_4_N17,RPE-02,4,N17,sirna_388
RPE-02_1_H21,RPE-02,1,H21,sirna_1123
HUVEC-08_1_H21,HUVEC-08,1,H21,sirna_955
HUVEC-16_3_F16,HUVEC-16,3,F16,sirna_630
HUVEC-16_1_B12,HUVEC-16,1,B12,sirna_1019
HUVEC-09_4_G21,HUVEC-09,4,G21,sirna_344
HUVEC-08_3_G06,HUVEC-08,3,G06,sirna_654
HUVEC-16_3_H08,HUVEC-16,3,H08,sirna_818
HUVEC-07_3_I07,HUVEC-07,3,I07,sirna_870
HUVEC-04_4_C02,HUVEC-04,4,C02,sirna_431
HUVEC-13_4_K02,HUVEC-13,4,K02,sirna_1014
RPE-04_3_H17,RPE-04,3,H17,sirna_338
HUVEC-02_2_E23,HUVEC-02,2,E23,sirna_480
RPE-03_1_M05,RPE-03,1,M05,sirna_717
HUVEC-16_3_M04,HUVEC-16,3,M04,sirna_392
RPE-06_3_O10,RPE-06,3,O10,sirna_310
RPE-06_3_E17,RPE-06,3,E17,sirna_482
RPE-05_1_O21,RPE-05,1,O21,sirna_311
RPE-05_1_H14,RPE-05,1,H14,sirna_478
HUVEC-12_3_H23,HUVEC-12,3,H23,sirna_338
HEPG2-05_4_J13,HEPG2-05,4,J13,sirna_1082
HUVEC-05_4_N21,HUVEC-05,4,N21,sirna_152
HUVEC-15_3_D12,HUVEC-15,3,D12,sirna_398
HUVEC-11_4_H10,HUVEC-11,4,H10,sirna_623
HUVEC-08_1_E05,HUVEC-08,1,E05,sirna_948
HUVEC-05_2_D07,HUVEC-05,2,D07,sirna_966
HEPG2-07_4_B21,HEPG2-07,4,B21,sirna_940
U2OS-01_1_D22,U2OS-01,1,D22,sirna_1070
HUVEC-02_1_I04,HUVEC-02,1,I04,sirna_224
HEPG2-02_2_J17,HEPG2-02,2,J17,sirna_883
HUVEC-09_3_M14,HUVEC-09,3,M14,sirna_370
HUVEC-15_2_B12,HUVEC-15,2,B12,sirna_1130
HUVEC-07_2_J16,HUVEC-07,2,J16,sirna_415
RPE-07_1_O20,RPE-07,1,O20,sirna_1104
HUVEC-03_4_H20,HUVEC-03,4,H20,sirna_793
HUVEC-14_4_C18,HUVEC-14,4,C18,sirna_1117
RPE-03_2_I21,RPE-03,2,I21,sirna_369
HEPG2-05_3_G18,HEPG2-05,3,G18,sirna_814
HUVEC-09_2_I09,HUVEC-09,2,I09,sirna_1130
HEPG2-03_4_L07,HEPG2-03,4,L07,sirna_1071
HUVEC-03_4_O04,HUVEC-03,4,O04,sirna_166
HUVEC-13_2_D03,HUVEC-13,2,D03,sirna_583
HEPG2-01_3_K03,HEPG2-01,3,K03,sirna_683
HUVEC-08_3_E09,HUVEC-08,3,E09,sirna_267
HUVEC-07_1_K22,HUVEC-07,1,K22,sirna_580
HUVEC-02_1_O22,HUVEC-02,1,O22,sirna_321
U2OS-01_3_F10,U2OS-01,3,F10,sirna_289
HUVEC-16_3_N10,HUVEC-16,3,N10,sirna_369
HUVEC-01_2_I09,HUVEC-01,2,I09,sirna_435
RPE-06_3_N03,RPE-06,3,N03,sirna_229
HUVEC-15_1_B10,HUVEC-15,1,B10,sirna_860
HEPG2-01_2_D20,HEPG2-01,2,D20,sirna_164
HEPG2-07_2_G12,HEPG2-07,2,G12,sirna_662
HUVEC-06_2_N11,HUVEC-06,2,N11,sirna_783
HUVEC-14_2_H13,HUVEC-14,2,H13,sirna_460
HUVEC-16_3_L05,HUVEC-16,3,L05,sirna_597
HEPG2-01_1_L18,HEPG2-01,1,L18,sirna_1021
U2OS-03_2_K11,U2OS-03,2,K11,sirna_823
HEPG2-03_1_D16,HEPG2-03,1,D16,sirna_1129
HEPG2-06_3_N22,HEPG2-06,3,N22,sirna_377
HUVEC-08_1_B18,HUVEC-08,1,B18,sirna_735
HUVEC-10_2_J16,HUVEC-10,2,J16,sirna_1079
HUVEC-04_2_B19,HUVEC-04,2,B19,sirna_246
HEPG2-04_1_M10,HEPG2-04,1,M10,sirna_667
HEPG2-02_2_D21,HEPG2-02,2,D21,sirna_297
HUVEC-03_3_K16,HUVEC-03,3,K16,sirna_745
HUVEC-11_2_I13,HUVEC-11,2,I13,sirna_29
HUVEC-08_3_K21,HUVEC-08,3,K21,sirna_576
HUVEC-10_4_O13,HUVEC-10,4,O13,sirna_816
HUVEC-05_4_M12,HUVEC-05,4,M12,sirna_12
HUVEC-14_4_N23,HUVEC-14,4,N23,sirna_96
HEPG2-05_2_F10,HEPG2-05,2,F10,sirna_940
HUVEC-02_3_B11,HUVEC-02,3,B11,sirna_346
HUVEC-08_3_J21,HUVEC-08,3,J21,sirna_394
RPE-07_3_O17,RPE-07,3,O17,sirna_1131
RPE-06_4_G16,RPE-06,4,G16,sirna_1082
HEPG2-06_4_G13,HEPG2-06,4,G13,sirna_366
HUVEC-02_3_F20,HUVEC-02,3,F20,sirna_21
HUVEC-10_4_N19,HUVEC-10,4,N19,sirna_1062
RPE-03_3_J23,RPE-03,3,J23,sirna_244
HEPG2-01_4_F14,HEPG2-01,4,F14,sirna_538
HUVEC-15_4_D19,HUVEC-15,4,D19,sirna_1104
HUVEC-04_4_O13,HUVEC-04,4,O13,sirna_371
HUVEC-08_4_E03,HUVEC-08,4,E03,sirna_141
HEPG2-05_2_J10,HEPG2-05,2,J10,sirna_176
HEPG2-01_3_O12,HEPG2-01,3,O12,sirna_269
HUVEC-08_2_F14,HUVEC-08,2,F14,sirna_42
HUVEC-03_4_K08,HUVEC-03,4,K08,sirna_19
U2OS-01_3_D22,U2OS-01,3,D22,sirna_487
HUVEC-16_1_N06,HUVEC-16,1,N06,sirna_915
HUVEC-02_4_L14,HUVEC-02,4,L14,sirna_604
HEPG2-01_2_K06,HEPG2-01,2,K06,sirna_96
HUVEC-02_2_G11,HUVEC-02,2,G11,sirna_717
HUVEC-11_2_N22,HUVEC-11,2,N22,sirna_248
HUVEC-02_4_J05,HUVEC-02,4,J05,sirna_891
HEPG2-04_1_I04,HEPG2-04,1,I04,sirna_444
U2OS-01_4_L08,U2OS-01,4,L08,sirna_230
U2OS-02_3_G09,U2OS-02,3,G09,sirna_391
HUVEC-09_2_I20,HUVEC-09,2,I20,sirna_663
U2OS-02_4_J18,U2OS-02,4,J18,sirna_658
RPE-04_3_K12,RPE-04,3,K12,sirna_1042
RPE-02_4_G11,RPE-02,4,G11,sirna_950
U2OS-01_3_H12,U2OS-01,3,H12,sirna_701
HEPG2-01_4_G15,HEPG2-01,4,G15,sirna_1026
HEPG2-03_2_N19,HEPG2-03,2,N19,sirna_1097
RPE-01_2_O19,RPE-01,2,O19,sirna_783
HUVEC-04_3_J17,HUVEC-04,3,J17,sirna_50
HEPG2-04_4_D10,HEPG2-04,4,D10,sirna_474
RPE-07_2_H10,RPE-07,2,H10,sirna_1064
HUVEC-15_2_D08,HUVEC-15,2,D08,sirna_806
RPE-07_2_F10,RPE-07,2,F10,sirna_1032
HUVEC-01_4_M16,HUVEC-01,4,M16,sirna_904
HEPG2-04_3_L04,HEPG2-04,3,L04,sirna_382
HUVEC-10_1_E06,HUVEC-10,1,E06,sirna_878
U2OS-01_3_O04,U2OS-01,3,O04,sirna_735
HUVEC-15_4_B20,HUVEC-15,4,B20,sirna_13
HUVEC-01_2_L02,HUVEC-01,2,L02,sirna_758
HUVEC-01_2_F23,HUVEC-01,2,F23,sirna_642
HEPG2-06_3_O20,HEPG2-06,3,O20,sirna_22
HUVEC-07_1_D17,HUVEC-07,1,D17,sirna_1054
HEPG2-06_1_O07,HEPG2-06,1,O07,sirna_574
HEPG2-04_2_E23,HEPG2-04,2,E23,sirna_192
HUVEC-14_3_O09,HUVEC-14,3,O09,sirna_375
HUVEC-02_1_B09,HUVEC-02,1,B09,sirna_955
HEPG2-04_3_H09,HEPG2-04,3,H09,sirna_523
RPE-02_3_N19,RPE-02,3,N19,sirna_1034
RPE-03_2_N08,RPE-03,2,N08,sirna_1095
RPE-07_2_L09,RPE-07,2,L09,sirna_556
HEPG2-05_3_L13,HEPG2-05,3,L13,sirna_1013
RPE-06_2_G10,RPE-06,2,G10,sirna_949
HUVEC-09_4_D13,HUVEC-09,4,D13,sirna_82
HUVEC-09_1_J10,HUVEC-09,1,J10,sirna_528
HUVEC-03_2_E08,HUVEC-03,2,E08,sirna_393
HUVEC-11_3_M20,HUVEC-11,3,M20,sirna_482
HEPG2-03_1_D15,HEPG2-03,1,D15,sirna_709
HUVEC-11_2_D16,HUVEC-11,2,D16,sirna_283
RPE-05_1_H12,RPE-05,1,H12,sirna_610
RPE-03_1_N09,RPE-03,1,N09,sirna_626
HEPG2-05_3_E18,HEPG2-05,3,E18,sirna_465
HUVEC-14_1_E15,HUVEC-14,1,E15,sirna_270
HUVEC-12_3_M05,HUVEC-12,3,M05,sirna_391
U2OS-02_3_L06,U2OS-02,3,L06,sirna_206
HUVEC-05_4_K02,HUVEC-05,4,K02,sirna_591
HEPG2-02_3_H04,HEPG2-02,3,H04,sirna_347
HEPG2-03_2_E07,HEPG2-03,2,E07,sirna_579
U2OS-03_4_L04,U2OS-03,4,L04,sirna_710
HEPG2-03_2_L04,HEPG2-03,2,L04,sirna_124
HEPG2-01_4_L17,HEPG2-01,4,L17,sirna_1122
HUVEC-04_3_E07,HUVEC-04,3,E07,sirna_999
HUVEC-10_1_M14,HUVEC-10,1,M14,sirna_1028
HUVEC-16_3_D11,HUVEC-16,3,D11,sirna_1012
HUVEC-09_2_D14,HUVEC-09,2,D14,sirna_572
HEPG2-03_4_C12,HEPG2-03,4,C12,sirna_538
RPE-02_4_O07,RPE-02,4,O07,sirna_290
HUVEC-12_4_F14,HUVEC-12,4,F14,sirna_398
HEPG2-07_4_D20,HEPG2-07,4,D20,sirna_505
RPE-04_2_M12,RPE-04,2,M12,sirna_974
HUVEC-10_1_F16,HUVEC-10,1,F16,sirna_813
HUVEC-01_1_B19,HUVEC-01,1,B19,sirna_402
HUVEC-03_4_N17,HUVEC-03,4,N17,sirna_150
HUVEC-10_1_E22,HUVEC-10,1,E22,sirna_867
RPE-06_4_N02,RPE-06,4,N02,sirna_59
HUVEC-15_3_O20,HUVEC-15,3,O20,sirna_833
HUVEC-08_1_K06,HUVEC-08,1,K06,sirna_155
HEPG2-02_2_E21,HEPG2-02,2,E21,sirna_59
HUVEC-08_1_J04,HUVEC-08,1,J04,sirna_487
HUVEC-07_3_K05,HUVEC-07,3,K05,sirna_312
HUVEC-04_4_H12,HUVEC-04,4,H12,sirna_271
RPE-05_1_L12,RPE-05,1,L12,sirna_733
HUVEC-12_4_M02,HUVEC-12,4,M02,sirna_227
RPE-01_2_E21,RPE-01,2,E21,sirna_970
RPE-06_1_K17,RPE-06,1,K17,sirna_493
HUVEC-01_1_L18,HUVEC-01,1,L18,sirna_581
HEPG2-07_3_L09,HEPG2-07,3,L09,sirna_140
HEPG2-02_3_N16,HEPG2-02,3,N16,sirna_829
RPE-02_1_N11,RPE-02,1,N11,sirna_501
U2OS-01_2_O18,U2OS-01,2,O18,sirna_991
U2OS-03_2_G04,U2OS-03,2,G04,sirna_855
HUVEC-16_4_K12,HUVEC-16,4,K12,sirna_608
RPE-03_4_E03,RPE-03,4,E03,sirna_428
HUVEC-03_2_E03,HUVEC-03,2,E03,sirna_67
HUVEC-14_1_C12,HUVEC-14,1,C12,sirna_1033
HUVEC-06_1_L20,HUVEC-06,1,L20,sirna_1115
RPE-01_4_J21,RPE-01,4,J21,sirna_945
HEPG2-06_2_C09,HEPG2-06,2,C09,sirna_750
HUVEC-16_2_O13,HUVEC-16,2,O13,sirna_528
HEPG2-02_4_F12,HEPG2-02,4,F12,sirna_796
HUVEC-07_2_L21,HUVEC-07,2,L21,sirna_288
HUVEC-05_2_K08,HUVEC-05,2,K08,sirna_628
HUVEC-02_1_J08,HUVEC-02,1,J08,sirna_863
HUVEC-03_4_G02,HUVEC-03,4,G02,sirna_511
HUVEC-09_3_M20,HUVEC-09,3,M20,sirna_345
HUVEC-07_2_I23,HUVEC-07,2,I23,sirna_203
HEPG2-01_1_C12,HEPG2-01,1,C12,sirna_102
HUVEC-02_4_C13,HUVEC-02,4,C13,sirna_1007
HEPG2-01_2_E22,HEPG2-01,2,E22,sirna_866
RPE-01_3_B15,RPE-01,3,B15,sirna_280
HEPG2-03_4_H13,HEPG2-03,4,H13,sirna_522
HUVEC-07_4_I22,HUVEC-07,4,I22,sirna_680
HUVEC-09_4_I03,HUVEC-09,4,I03,sirna_367
HUVEC-09_4_O03,HUVEC-09,4,O03,sirna_1081
HUVEC-13_3_D02,HUVEC-13,3,D02,sirna_217
RPE-03_4_E02,RPE-03,4,E02,sirna_978
HUVEC-16_3_C05,HUVEC-16,3,C05,sirna_806
HEPG2-06_1_G12,HEPG2-06,1,G12,sirna_1004
HUVEC-15_1_B15,HUVEC-15,1,B15,sirna_199
HUVEC-10_3_K14,HUVEC-10,3,K14,sirna_1051
U2OS-01_1_N23,U2OS-01,1,N23,sirna_380
HEPG2-04_2_E21,HEPG2-04,2,E21,sirna_255
HUVEC-07_4_M09,HUVEC-07,4,M09,sirna_491
HUVEC-12_3_G22,HUVEC-12,3,G22,sirna_408
HUVEC-09_3_K10,HUVEC-09,3,K10,sirna_1001
HUVEC-06_2_L03,HUVEC-06,2,L03,sirna_28
HEPG2-07_1_G10,HEPG2-07,1,G10,sirna_585
HEPG2-01_1_H04,HEPG2-01,1,H04,sirna_502
HEPG2-07_1_I17,HEPG2-07,1,I17,sirna_104
RPE-06_4_J10,RPE-06,4,J10,sirna_38
HUVEC-12_3_H05,HUVEC-12,3,H05,sirna_390
HEPG2-06_1_D08,HEPG2-06,1,D08,sirna_226
HUVEC-06_2_G21,HUVEC-06,2,G21,sirna_712
HEPG2-01_2_D17,HEPG2-01,2,D17,sirna_231
HEPG2-05_2_B08,HEPG2-05,2,B08,sirna_1001
HUVEC-11_4_B08,HUVEC-11,4,B08,sirna_286
HEPG2-03_1_J04,HEPG2-03,1,J04,sirna_218
HEPG2-05_4_O10,HEPG2-05,4,O10,sirna_774
HEPG2-03_2_D20,HEPG2-03,2,D20,sirna_357
RPE-05_2_D05,RPE-05,2,D05,sirna_357
HUVEC-08_2_B12,HUVEC-08,2,B12,sirna_543
RPE-02_4_B07,RPE-02,4,B07,sirna_29
HUVEC-04_1_B06,HUVEC-04,1,B06,sirna_678
RPE-07_4_N03,RPE-07,4,N03,sirna_633
HUVEC-03_4_E17,HUVEC-03,4,E17,sirna_787
HUVEC-10_4_B13,HUVEC-10,4,B13,sirna_872
HEPG2-05_2_K22,HEPG2-05,2,K22,sirna_965
HEPG2-05_3_J21,HEPG2-05,3,J21,sirna_344
HEPG2-02_1_G08,HEPG2-02,1,G08,sirna_948
HUVEC-06_1_E15,HUVEC-06,1,E15,sirna_915
RPE-04_3_K17,RPE-04,3,K17,sirna_683
HUVEC-05_4_D20,HUVEC-05,4,D20,sirna_933
HEPG2-07_2_I11,HEPG2-07,2,I11,sirna_820
RPE-04_3_I14,RPE-04,3,I14,sirna_190
HEPG2-03_4_E23,HEPG2-03,4,E23,sirna_1049
HEPG2-01_1_E21,HEPG2-01,1,E21,sirna_88
RPE-01_3_H13,RPE-01,3,H13,sirna_612
RPE-04_3_J17,RPE-04,3,J17,sirna_580
U2OS-03_3_G20,U2OS-03,3,G20,sirna_1068
U2OS-03_1_D18,U2OS-03,1,D18,sirna_181
RPE-03_4_O16,RPE-03,4,O16,sirna_711
U2OS-01_4_B05,U2OS-01,4,B05,sirna_1053
HUVEC-05_3_O23,HUVEC-05,3,O23,sirna_307
RPE-02_3_K04,RPE-02,3,K04,sirna_360
U2OS-03_2_C18,U2OS-03,2,C18,sirna_970
HUVEC-02_2_B05,HUVEC-02,2,B05,sirna_774
HUVEC-12_4_J14,HUVEC-12,4,J14,sirna_27
U2OS-03_1_I04,U2OS-03,1,I04,sirna_539
U2OS-02_2_J21,U2OS-02,2,J21,sirna_37
RPE-07_1_B12,RPE-07,1,B12,sirna_402
HUVEC-02_3_F02,HUVEC-02,3,F02,sirna_486
RPE-06_3_D11,RPE-06,3,D11,sirna_536
RPE-01_1_O06,RPE-01,1,O06,sirna_428
RPE-07_3_N05,RPE-07,3,N05,sirna_514
HUVEC-12_2_K05,HUVEC-12,2,K05,sirna_466
HUVEC-10_1_M12,HUVEC-10,1,M12,sirna_641
HEPG2-05_2_J12,HEPG2-05,2,J12,sirna_162
HUVEC-08_1_G05,HUVEC-08,1,G05,sirna_1030
HUVEC-07_1_F10,HUVEC-07,1,F10,sirna_771
RPE-02_1_C09,RPE-02,1,C09,sirna_312
HEPG2-06_3_H08,HEPG2-06,3,H08,sirna_742
RPE-04_4_G07,RPE-04,4,G07,sirna_583
HUVEC-12_4_J02,HUVEC-12,4,J02,sirna_477
HEPG2-02_3_H08,HEPG2-02,3,H08,sirna_16
HEPG2-07_2_E08,HEPG2-07,2,E08,sirna_429
HUVEC-05_4_O09,HUVEC-05,4,O09,sirna_386
HUVEC-09_4_C21,HUVEC-09,4,C21,sirna_439
HEPG2-06_1_B11,HEPG2-06,1,B11,sirna_647
HEPG2-02_4_B13,HEPG2-02,4,B13,sirna_984
HUVEC-13_1_F17,HUVEC-13,1,F17,sirna_391
HUVEC-04_2_H14,HUVEC-04,2,H14,sirna_49
U2OS-02_3_O12,U2OS-02,3,O12,sirna_801
HUVEC-09_2_J21,HUVEC-09,2,J21,sirna_782
HUVEC-06_4_O11,HUVEC-06,4,O11,sirna_277
RPE-02_3_E23,RPE-02,3,E23,sirna_1022
HEPG2-07_1_I12,HEPG2-07,1,I12,sirna_581
HEPG2-02_2_B13,HEPG2-02,2,B13,sirna_554
HUVEC-03_3_I08,HUVEC-03,3,I08,sirna_315
HUVEC-09_2_N15,HUVEC-09,2,N15,sirna_818
U2OS-02_4_K07,U2OS-02,4,K07,sirna_541
HUVEC-12_1_K13,HUVEC-12,1,K13,sirna_234
U2OS-03_4_F16,U2OS-03,4,F16,sirna_698
HEPG2-07_1_D15,HEPG2-07,1,D15,sirna_113
HUVEC-04_4_E18,HUVEC-04,4,E18,sirna_396
HEPG2-03_4_J23,HEPG2-03,4,J23,sirna_1103
HUVEC-02_1_H18,HUVEC-02,1,H18,sirna_684
HUVEC-05_1_M09,HUVEC-05,1,M09,sirna_78
HUVEC-03_1_B06,HUVEC-03,1,B06,sirna_1085
HUVEC-05_1_H08,HUVEC-05,1,H08,sirna_964
HEPG2-02_3_G16,HEPG2-02,3,G16,sirna_718
HUVEC-14_1_M13,HUVEC-14,1,M13,sirna_518
RPE-05_1_D23,RPE-05,1,D23,sirna_225
U2OS-01_2_M10,U2OS-01,2,M10,sirna_121
HUVEC-03_4_G20,HUVEC-03,4,G20,sirna_897
HUVEC-04_3_D12,HUVEC-04,3,D12,sirna_646
HEPG2-03_3_O03,HEPG2-03,3,O03,sirna_455
HEPG2-05_4_I09,HEPG2-05,4,I09,sirna_179
HUVEC-01_1_G11,HUVEC-01,1,G11,sirna_131
RPE-02_4_L17,RPE-02,4,L17,sirna_207
HUVEC-03_1_H23,HUVEC-03,1,H23,sirna_275
HEPG2-07_1_M21,HEPG2-07,1,M21,sirna_548
RPE-05_2_N05,RPE-05,2,N05,sirna_939
HUVEC-06_3_G17,HUVEC-06,3,G17,sirna_21
HUVEC-13_2_O03,HUVEC-13,2,O03,sirna_989
HEPG2-05_1_K20,HEPG2-05,1,K20,sirna_322
HUVEC-12_2_G10,HUVEC-12,2,G10,sirna_830
RPE-03_2_N22,RPE-03,2,N22,sirna_383
RPE-03_3_F08,RPE-03,3,F08,sirna_892
RPE-07_4_B10,RPE-07,4,B10,sirna_1063
HUVEC-01_4_I05,HUVEC-01,4,I05,sirna_901
HUVEC-01_3_N23,HUVEC-01,3,N23,sirna_1033
RPE-05_2_C17,RPE-05,2,C17,sirna_9
HUVEC-06_4_J18,HUVEC-06,4,J18,sirna_722
HUVEC-05_2_D22,HUVEC-05,2,D22,sirna_123
HUVEC-16_1_L06,HUVEC-16,1,L06,sirna_251
HUVEC-01_1_M04,HUVEC-01,1,M04,sirna_136
HUVEC-12_3_J02,HUVEC-12,3,J02,sirna_1095
HUVEC-15_4_L04,HUVEC-15,4,L04,sirna_118
HUVEC-05_1_O19,HUVEC-05,1,O19,sirna_859
HUVEC-03_3_H20,HUVEC-03,3,H20,sirna_523
HEPG2-07_1_K10,HEPG2-07,1,K10,sirna_1123
HUVEC-16_1_J14,HUVEC-16,1,J14,sirna_607
HUVEC-03_1_I12,HUVEC-03,1,I12,sirna_210
HUVEC-09_2_L02,HUVEC-09,2,L02,sirna_432
HUVEC-14_2_I05,HUVEC-14,2,I05,sirna_353
RPE-03_3_L12,RPE-03,3,L12,sirna_441
HUVEC-01_2_H20,HUVEC-01,2,H20,sirna_286
HUVEC-15_1_B20,HUVEC-15,1,B20,sirna_476
RPE-06_2_J02,RPE-06,2,J02,sirna_1023
HEPG2-04_4_O19,HEPG2-04,4,O19,sirna_546
HUVEC-04_4_N23,HUVEC-04,4,N23,sirna_212
HEPG2-07_1_M04,HEPG2-07,1,M04,sirna_653
HEPG2-07_2_E09,HEPG2-07,2,E09,sirna_830
HUVEC-13_1_L14,HUVEC-13,1,L14,sirna_307
HUVEC-02_3_E21,HUVEC-02,3,E21,sirna_5
HUVEC-12_3_O16,HUVEC-12,3,O16,sirna_447
HUVEC-08_2_E08,HUVEC-08,2,E08,sirna_67
HUVEC-08_1_H17,HUVEC-08,1,H17,sirna_527
HEPG2-07_3_F08,HEPG2-07,3,F08,sirna_486
RPE-01_2_L19,RPE-01,2,L19,sirna_951
HEPG2-03_3_J06,HEPG2-03,3,J06,sirna_1118
U2OS-03_3_N13,U2OS-03,3,N13,sirna_589
HUVEC-02_4_I03,HUVEC-02,4,I03,sirna_442
HUVEC-02_3_E10,HUVEC-02,3,E10,sirna_1034
HUVEC-01_4_I19,HUVEC-01,4,I19,sirna_137
HEPG2-05_3_B08,HEPG2-05,3,B08,sirna_659
HUVEC-10_4_O07,HUVEC-10,4,O07,sirna_186
HUVEC-12_3_N12,HUVEC-12,3,N12,sirna_812
HUVEC-09_1_O08,HUVEC-09,1,O08,sirna_878
HUVEC-12_1_I11,HUVEC-12,1,I11,sirna_482
HEPG2-02_4_E20,HEPG2-02,4,E20,sirna_533
U2OS-01_2_D16,U2OS-01,2,D16,sirna_513
RPE-03_3_H18,RPE-03,3,H18,sirna_961
HUVEC-12_4_O14,HUVEC-12,4,O14,sirna_507
HEPG2-06_1_I08,HEPG2-06,1,I08,sirna_934
HEPG2-01_4_G22,HEPG2-01,4,G22,sirna_1120
RPE-05_3_H17,RPE-05,3,H17,sirna_105
HEPG2-02_4_L19,HEPG2-02,4,L19,sirna_762
HUVEC-01_4_L14,HUVEC-01,4,L14,sirna_83
HUVEC-11_1_O07,HUVEC-11,1,O07,sirna_805
HEPG2-07_2_L16,HEPG2-07,2,L16,sirna_68
RPE-01_4_L07,RPE-01,4,L07,sirna_176
RPE-06_2_E17,RPE-06,2,E17,sirna_172
HUVEC-05_3_B04,HUVEC-05,3,B04,sirna_565
HUVEC-02_4_B13,HUVEC-02,4,B13,sirna_755
RPE-07_2_N11,RPE-07,2,N11,sirna_973
HUVEC-03_4_J04,HUVEC-03,4,J04,sirna_950
RPE-04_2_F18,RPE-04,2,F18,sirna_569
HEPG2-07_1_L04,HEPG2-07,1,L04,sirna_222
RPE-02_1_O11,RPE-02,1,O11,sirna_264
HUVEC-09_3_C10,HUVEC-09,3,C10,sirna_901
HUVEC-13_3_G10,HUVEC-13,3,G10,sirna_964
HEPG2-06_3_K08,HEPG2-06,3,K08,sirna_718
HUVEC-09_1_F05,HUVEC-09,1,F05,sirna_1100
HEPG2-02_4_I05,HEPG2-02,4,I05,sirna_133
HUVEC-02_4_D06,HUVEC-02,4,D06,sirna_474
U2OS-01_3_O19,U2OS-01,3,O19,sirna_385
HEPG2-04_3_C17,HEPG2-04,3,C17,sirna_190
HEPG2-07_4_O08,HEPG2-07,4,O08,sirna_133
HEPG2-01_4_D20,HEPG2-01,4,D20,sirna_1001
RPE-01_3_E03,RPE-01,3,E03,sirna_405
HUVEC-10_2_K05,HUVEC-10,2,K05,sirna_337
HUVEC-04_1_O07,HUVEC-04,1,O07,sirna_846
HUVEC-07_1_M10,HUVEC-07,1,M10,sirna_452
HUVEC-07_4_G09,HUVEC-07,4,G09,sirna_156
HEPG2-07_3_H20,HEPG2-07,3,H20,sirna_177
HUVEC-03_1_N03,HUVEC-03,1,N03,sirna_355
HUVEC-11_4_K07,HUVEC-11,4,K07,sirna_435
HUVEC-16_4_F23,HUVEC-16,4,F23,sirna_826
HEPG2-04_3_C02,HEPG2-04,3,C02,sirna_817
HEPG2-01_3_L21,HEPG2-01,3,L21,sirna_947
RPE-06_1_H05,RPE-06,1,H05,sirna_206
HUVEC-07_3_L02,HUVEC-07,3,L02,sirna_62
U2OS-03_1_G15,U2OS-03,1,G15,sirna_799
HUVEC-01_2_M09,HUVEC-01,2,M09,sirna_319
RPE-03_3_O11,RPE-03,3,O11,sirna_173
HUVEC-10_2_C16,HUVEC-10,2,C16,sirna_336
HUVEC-01_1_O09,HUVEC-01,1,O09,sirna_310
HEPG2-05_3_F16,HEPG2-05,3,F16,sirna_334
HUVEC-03_3_E14,HUVEC-03,3,E14,sirna_6
HUVEC-08_4_C10,HUVEC-08,4,C10,sirna_909
RPE-07_4_I04,RPE-07,4,I04,sirna_1108
HUVEC-16_2_I06,HUVEC-16,2,I06,sirna_326
RPE-07_2_O19,RPE-07,2,O19,sirna_399
HUVEC-15_4_O02,HUVEC-15,4,O02,sirna_767
HEPG2-02_2_F09,HEPG2-02,2,F09,sirna_547
RPE-01_2_O23,RPE-01,2,O23,sirna_106
HUVEC-09_1_N10,HUVEC-09,1,N10,sirna_770
HUVEC-03_3_C14,HUVEC-03,3,C14,sirna_384
HEPG2-03_2_N02,HEPG2-03,2,N02,sirna_1032
HEPG2-05_4_J06,HEPG2-05,4,J06,sirna_519
U2OS-02_1_G06,U2OS-02,1,G06,sirna_575
HUVEC-09_4_G09,HUVEC-09,4,G09,sirna_861
U2OS-03_2_C09,U2OS-03,2,C09,sirna_973
U2OS-02_3_N04,U2OS-02,3,N04,sirna_609
HUVEC-13_1_B17,HUVEC-13,1,B17,sirna_165
HUVEC-05_2_L21,HUVEC-05,2,L21,sirna_286
HEPG2-06_2_M17,HEPG2-06,2,M17,sirna_573
HUVEC-04_4_I23,HUVEC-04,4,I23,sirna_114
HUVEC-07_1_K19,HUVEC-07,1,K19,sirna_401
U2OS-03_3_K23,U2OS-03,3,K23,sirna_76
U2OS-02_4_F21,U2OS-02,4,F21,sirna_339
RPE-01_1_K18,RPE-01,1,K18,sirna_444
HUVEC-10_4_F05,HUVEC-10,4,F05,sirna_585
HEPG2-02_4_M14,HEPG2-02,4,M14,sirna_933
HUVEC-09_2_C21,HUVEC-09,2,C21,sirna_16
HUVEC-13_1_B16,HUVEC-13,1,B16,sirna_737
HUVEC-15_3_D21,HUVEC-15,3,D21,sirna_12
HUVEC-02_2_G17,HUVEC-02,2,G17,sirna_773
HUVEC-03_2_M20,HUVEC-03,2,M20,sirna_359
HUVEC-14_4_L23,HUVEC-14,4,L23,sirna_1105
U2OS-01_3_J13,U2OS-01,3,J13,sirna_1019
RPE-01_1_E06,RPE-01,1,E06,sirna_86
HUVEC-06_3_D13,HUVEC-06,3,D13,sirna_613
